fecha,hora,moneda,compra,venta,compra_apertura,compra_minimo,compra_maximo,venta_apertura,venta_minimo,venta_maximo
2026-07-16,16:45,Dólar,"39,00000","41,40000",39.00000,39.00000,39.15000,41.40000,41.35000,41.40000
2026-07-17,09:00,Dólar,"39,00000","41,40000",39.00000,39.00000,39.00000,41.40000,41.40000,41.40000
2026-07-17,12:00,Dólar,"39,10000","41,30000",39.00000,39.00000,39.10000,41.40000,41.30000,41.40000
2026-07-17,16:15,Dólar,"38,95000","41,45000",39.00000,38.95000,39.10000,41.40000,41.30000,41.45000
2026-07-20,09:00,Dólar,"38,95000","41,45000",38.95000,38.95000,38.95000,41.45000,41.45000,41.45000
2026-07-20,11:00,Dólar,"38,85000","41,35000",38.95000,38.85000,38.95000,41.45000,41.35000,41.45000
2026-07-20,11:45,Dólar,"39,00000","41,20000",38.95000,38.85000,39.00000,41.45000,41.20000,41.45000
2026-07-21,09:00,Dólar,"39,00000","41,20000",39.00000,39.00000,39.00000,41.20000,41.20000,41.20000
2026-07-21,10:00,Dólar,"38,90000","41,30000",39.00000,38.90000,39.00000,41.20000,41.20000,41.30000
2026-07-21,12:00,Dólar,"39,00000","41,20000",39.00000,38.90000,39.00000,41.20000,41.20000,41.30000
2026-07-21,16:15,Dólar,"38,95000","41,35000",39.00000,38.90000,39.00000,41.20000,41.20000,41.35000
2026-07-22,09:00,Dólar,"38,95000","41,35000",38.95000,38.95000,38.95000,41.35000,41.35000,41.35000
2026-07-22,11:45,Dólar,"39,05000","41,25000",38.95000,38.95000,39.05000,41.35000,41.25000,41.35000
2026-07-22,16:15,Dólar,"38,90000","41,30000",38.95000,38.90000,39.05000,41.35000,41.25000,41.35000
2026-07-23,09:00,Dólar,"38,90000","41,30000",38.90000,38.90000,38.90000,41.30000,41.30000,41.30000
2026-07-23,10:45,Dólar,"39,00000","41,40000",38.90000,38.90000,39.00000,41.30000,41.30000,41.40000
2026-07-23,11:45,Dólar,"39,10000","41,30000",38.90000,38.90000,39.10000,41.30000,41.30000,41.40000
2026-07-23,16:15,Dólar,"39,00000","41,40000",38.90000,38.90000,39.10000,41.30000,41.30000,41.40000
